,training_data_stanford.csv_diff,count1,training_data_thu.csv_diff,count2,training_data_stanford.csv_SegmentedInput,training_data_thu.csv_SegmentedInput
4100,,0,,0, 如何 定义 个人 住房 贷款 “ 还款 假日 计划 ” 业务 优势 ,如何 定义 个人 住房 贷款 “ 还款 假日 计划 ” 业务 优势
4101,,0,,0, 如何 解读 个人 住房 贷款 “ 还款 假日 计划 ” 审批 快 吗 ,如何 解读 个人 住房 贷款 “ 还款 假日 计划 ” 审批 快 吗
4102,,0,,0, 申请 个人 住房 贷款 “ 还款 假日 计划 ” 手续 复杂 吗 ,申请 个人 住房 贷款 “ 还款 假日 计划 ” 手续 复杂 吗
4103,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 可以 反复 使用 吗 ,个人 住房 贷款 “ 还款 假日 计划 ” 可以 反复 使用 吗
4104,,0,,0, 之前 申请 过 个人 住房 贷款 “ 还款 假日 计划 ” ， 请 重新 申请 可以 吗 ,之前 申请 过 个人 住房 贷款 “ 还款 假日 计划 ” ， 请 重新 申请 可以 吗
4105,,0,,0, 申请 个人 住房 贷款 “ 还款 假日 计划 ” 麻烦 吗 ,申请 个人 住房 贷款 “ 还款 假日 计划 ” 麻烦 吗
4106,,0,,0, 是否 可以 取消 个人 住房 贷款 “ 还款 假日 计划 ”,是否 可以 取消 个人 住房 贷款 “ 还款 假日 计划 ”
4107,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 对 还款 有 要求 吗 ,个人 住房 贷款 “ 还款 假日 计划 ” 对 还款 有 要求 吗
4108,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 选择 是否 多样性 ,个人 住房 贷款 “ 还款 假日 计划 ” 选择 是否 多样性
4109,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 业务 内涵 是 什么 ,个人 住房 贷款 “ 还款 假日 计划 ” 业务 内涵 是 什么
4110,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 涵盖 哪些 方面 ,个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 涵盖 哪些 方面
4111,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 有 什么 独到之处 ,个人 住房 贷款 “ 还款 假日 计划 ” 有 什么 独到之处
4112,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 有 什么 亮点 吗 ,个人 住房 贷款 “ 还款 假日 计划 ” 有 什么 亮点 吗
4113,,0,,0, 柜台 是否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么 ,柜台 是否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么
4114,,0,,0, 网银 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么 ,网银 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么
4115,,0,,0, 直接 拨打 95599 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么 ,直接 拨打 95599 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 业务 特色 是 什么
4116,! 不还,1,! 不 ! 还,2, 个人 住房 贷款 “ 还款 假日 计划 ” 可以 在 多 长 时间 不还 本金 ,个人 住房 贷款 “ 还款 假日 计划 ” 可以 在 多 长 时间 不 还 本金
4117,,0,,0, 因 经常 出差 无法 按时 还 贷款 可以 申请 还款 假日 计划 吗 ,因 经常 出差 无法 按时 还 贷款 可以 申请 还款 假日 计划 吗
4118,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 对 个人 信用 有 要求 吗 ,个人 住房 贷款 “ 还款 假日 计划 ” 对 个人 信用 有 要求 吗
4119,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 对象 还款 方式 ,个人 住房 贷款 “ 还款 假日 计划 ” 对象 还款 方式
4120,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 还款 方式 有 哪些 ,个人 住房 贷款 “ 还款 假日 计划 ” 还款 方式 有 哪些
4121,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 客户 是 怎么 划分 的 ,个人 住房 贷款 “ 还款 假日 计划 ” 客户 是 怎么 划分 的
4122,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 客户 怎么 定义 ,个人 住房 贷款 “ 还款 假日 计划 ” 客户 怎么 定义
4123,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 申请 条件 ,个人 住房 贷款 “ 还款 假日 计划 ” 申请 条件
4124,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 时间 上 有 什么 要求 ,个人 住房 贷款 “ 还款 假日 计划 ” 时间 上 有 什么 要求
4125,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 要求 申请人 具备 什么 能力 ,个人 住房 贷款 “ 还款 假日 计划 ” 要求 申请人 具备 什么 能力
4126,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 怎么 划分 客户 人群 ,个人 住房 贷款 “ 还款 假日 计划 ” 怎么 划分 客户 人群
4127,,0,,0, 什么 人 能 申请 个人 住房 贷款 “ 还款 假日 计划 ”,什么 人 能 申请 个人 住房 贷款 “ 还款 假日 计划 ”
4128,,0,,0, 还款 假日 计划 对 还款 方式 有 哪些 要求 ,还款 假日 计划 对 还款 方式 有 哪些 要求
4129,,0,,0, 之前 还款 有 过 逾期 现在 想 申请 个人 住房 贷款 “ 还款 假日 计划 ” 有 影响 吗 ,之前 还款 有 过 逾期 现在 想 申请 个人 住房 贷款 “ 还款 假日 计划 ” 有 影响 吗
4130,,0,,0,95599 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 是 ,95599 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 是
4131,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 贷款 有效期 ,个人 住房 贷款 “ 还款 假日 计划 ” 贷款 有效期
4132,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 怎么 计算 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 怎么 计算
4133,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 时间 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 时间
4134,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 时限 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 时限
4135,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 对 时间 有 要求 吗 ,个人 住房 贷款 “ 还款 假日 计划 ” 对 时间 有 要求 吗
4136,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 多 长 时间 ,个人 住房 贷款 “ 还款 假日 计划 ” 多 长 时间
4137,,0,,0, 轻松 假日 计划 的 期限 是 ,轻松 假日 计划 的 期限 是
4138,,0,,0, 完全 假日 计划 的 期限 是 ,完全 假日 计划 的 期限 是
4139,,0,,0, 网银 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 是 ,网银 能否 查询 到 个人 住房 贷款 “ 还款 假日 计划 ” 的 期限 是
4140,,0,,0, 个人 住房 贷款 完全 假日 计划 最 长 时间 是 多少 ,个人 住房 贷款 完全 假日 计划 最 长 时间 是 多少
4141,,0,,0,"95599 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额 ","95599 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额"
4142,,0,,0," 个人 "" 还款 假日 计划 "" 还款 金额 怎么 计算 ","个人 "" 还款 假日 计划 "" 还款 金额 怎么 计算"
4143,,0,,0," 个人 "" 还款 假日 计划 "" 每期 还款 金额 差别 是 什么 ","个人 "" 还款 假日 计划 "" 每期 还款 金额 差别 是 什么"
4144,,0,,0," 个人 "" 还款 假日 计划 "" 每期 还款 金额 多少 与 什么 有 关系 ","个人 "" 还款 假日 计划 "" 每期 还款 金额 多少 与 什么 有 关系"
4145,,0,,0," 柜台 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额 ","柜台 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额"
4146,,0,,0, 还款 假日 计划 每期 应 还款 多少 ,还款 假日 计划 每期 应 还款 多少
4147,,0,,0, 轻松 假日 计划 每期 还款 金额 ,轻松 假日 计划 每期 还款 金额
4148,,0,,0, 完全 假日 计划 每期 还款 金额 ,完全 假日 计划 每期 还款 金额
4149,,0,,0," 网银 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额 ","网银 能否 查询 到 个人 "" 还款 假日 计划 "" 每期 还款 金额"
4150,,0,,0," 怎么 核算 个人 "" 还款 假日 计划 "" 的 还款 金额 ","怎么 核算 个人 "" 还款 假日 计划 "" 的 还款 金额"
4151,! 还 ! 款额,2,! 还款额,1, 轻松 假日 计划 还 款额 按 啥 算 ,轻松 假日 计划 还款额 按 啥 算
4152,! 还款 ! 么,2,! 还 ! 款么,2, 还款 假日 计划 能 提前 还款 么,还款 假日 计划 能 提前 还 款么
4153,! 95599 ! 电话,2,! 95599电话,1,95599 电话 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗 ,95599电话 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗
4154,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 方式 是 什么 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 方式 是 什么
4155,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 前后 有 什么 变化 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 前后 有 什么 变化
4156,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 要 带 什么 东西 去 办理 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 要 带 什么 东西 去 办理
4157,! 怎么 ! 办,2,! 怎么办,1, 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 怎么 办 ,个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 怎么办
4158,,0,,0, 个人 住房 贷款 “ 还款 假日 计划 ” 怎么 撤销 ,个人 住房 贷款 “ 还款 假日 计划 ” 怎么 撤销
4159,,0,,0, 手机 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗 ,手机 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗
4160,,0,,0, 网上 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗 ,网上 银行 能 办理 个人 住房 贷款 “ 还款 假日 计划 ” 的 撤销 吗
4161,,0,,0, 怎么 撤销 还款 假日 计划 ,怎么 撤销 还款 假日 计划
4162,,0,,0, 还款 假日 计划 撤销 前 得 办理 什么 手续 ,还款 假日 计划 撤销 前 得 办理 什么 手续
4163,,0,,0, 申办 个人 住房 贷款 “ 还款 假日 计划 ” 要 身份证 吗 ,申办 个人 住房 贷款 “ 还款 假日 计划 ” 要 身份证 吗
4164,,0,,0, 申请 还款 假日 计划 用 什么 材料 ,申请 还款 假日 计划 用 什么 材料
4165,,0,,0, 需要 给 银行 提供 什么 才 能 办 个人 住房 贷款 “ 还款 假日 计划 ”,需要 给 银行 提供 什么 才 能 办 个人 住房 贷款 “ 还款 假日 计划 ”
4166,,0,,0, 申办 个人 住房 贷款 “ 还款 假日 计划 ” 过程 是 怎样 的 ,申办 个人 住房 贷款 “ 还款 假日 计划 ” 过程 是 怎样 的
4167,! 怎么 ! 办,2,! 怎么办,1, 申办 个人 住房 贷款 “ 还款 假日 计划 ” 申请 以后 怎么 办 ,申办 个人 住房 贷款 “ 还款 假日 计划 ” 申请 以后 怎么办
4168,,0,,0, 郑州 银行 对于 个人 住房 贷款 “ 还款 假日 计划 ” 审批 有 什么 流程 ,郑州 银行 对于 个人 住房 贷款 “ 还款 假日 计划 ” 审批 有 什么 流程
4169,,0,,0, 贷款 中 的 二手房 能 变卖 吗 ,贷款 中 的 二手房 能 变卖 吗
4170,,0,,0, 个人 住房 交易 转 按 贷款 是 怎么 回 事 ,个人 住房 交易 转 按 贷款 是 怎么 回 事
4171,! 赎 ! 楼,2,! 赎楼,1,赎 楼 贷款 是 什么 ,赎楼 贷款 是 什么
4172,,0,,0, 有 没 有 适合 贷款 中 的 二手房 变卖 的 贷款 ,有 没 有 适合 贷款 中 的 二手房 变卖 的 贷款
4173,! 售房 ! 人,2,! 售房人,1, 个人 住房 交易 转 按 贷款 什么 时候 收回 售房 人 赎楼 贷款 ,个人 住房 交易 转 按 贷款 什么 时候 收回 售房人 赎楼 贷款
4174,,0,,0,一手 住房 贷款 可以 申请 个人 住房 交易 转 按 贷款 吗 ,一手 住房 贷款 可以 申请 个人 住房 交易 转 按 贷款 吗
4175,,0,,0, 二手房 能 申请 个人 住房 交易 转 按 贷款 ,二手房 能 申请 个人 住房 交易 转 按 贷款
4176,,0,,0, 个人 住房 交易 转 按 贷款 必须 是 二手房 吗 ,个人 住房 交易 转 按 贷款 必须 是 二手房 吗
4177,,0,,0, 个人 住房 交易 转 按 贷款 的 比例 是 多少 ,个人 住房 交易 转 按 贷款 的 比例 是 多少
4178,,0,,0, 个人 住房 交易 转 按 贷款 的 贷款 年限 有 什么 要求 ,个人 住房 交易 转 按 贷款 的 贷款 年限 有 什么 要求
4179,,0,,0, 个人 住房 交易 转 按 贷款 的 申请 有 什么 规定 ,个人 住房 交易 转 按 贷款 的 申请 有 什么 规定
4180,! 原住 ! 房,2,! 原 ! 住房,2, 个人 住房 交易 转 按 贷款 对于 原住 房 有 什么 要求 ,个人 住房 交易 转 按 贷款 对于 原 住房 有 什么 要求
4181,,0,,0, 个人 住房 交易 转 按 贷款 有 什么 特殊 规定 吗 ,个人 住房 交易 转 按 贷款 有 什么 特殊 规定 吗
4182,,0,,0, 个人 住房 交易 转 按 贷款 有 特殊 要求 吗 ,个人 住房 交易 转 按 贷款 有 特殊 要求 吗
4183,,0,,0, 没有 房产证 ， 能 申请 个人 住房 交易 转 按 贷款 吗 ,没有 房产证 ， 能 申请 个人 住房 交易 转 按 贷款 吗
4184,,0,,0, 我 能 申请 个人 住房 交易 转 按 贷款 吗 ,我 能 申请 个人 住房 交易 转 按 贷款 吗
4185,! 有限制,1,! 有 ! 限制,2, 个人 住房 交易 转 按 贷款 对 之前 住房 贷款 还款 年限 有限制 吗 ,个人 住房 交易 转 按 贷款 对 之前 住房 贷款 还款 年限 有 限制 吗
4186,,0,,0, 剩余 贷款 本金 不 超过 购房 价格 多少 满足 个人 住房 交易 转 按 贷款 的 申请 条件 ,剩余 贷款 本金 不 超过 购房 价格 多少 满足 个人 住房 交易 转 按 贷款 的 申请 条件
4187,,0,,0, 个人 住房 交易 转 按 贷款 对 原 金融 机构 抵押权 人 有 要求 吗 ,个人 住房 交易 转 按 贷款 对 原 金融 机构 抵押权 人 有 要求 吗
4188,! 时有,1,! 时 ! 有,2, 个人 住房 交易 转 按 贷款 办理 时有 什么 步骤 ,个人 住房 交易 转 按 贷款 办理 时 有 什么 步骤
4189,,0,,0, 个人 住房 交易 转 按 贷款 合同 什么 时间 签订 ,个人 住房 交易 转 按 贷款 合同 什么 时间 签订
4190,,0,,0, 个人 住房 交易 转 按 贷款 申请 后 有 什么 手续 ,个人 住房 交易 转 按 贷款 申请 后 有 什么 手续
4191,,0,,0, 个人 住房 交易 转 按 贷款 需要 担保 公司 做 什么 ,个人 住房 交易 转 按 贷款 需要 担保 公司 做 什么
4192,! 撤 ! 押,2,! 撤押,1, 还 完 贷款 ， 能 申请 撤 押 吗 ,还 完 贷款 ， 能 申请 撤押 吗
4193,,0,,0, 解释 一下 个人 住房 交易 转 按 贷款 过程 ,解释 一下 个人 住房 交易 转 按 贷款 过程
4194,! 个 ! 人,2,! 个人,1, 审批 完 个 人 住房 交易 转 按 贷款 以后 签订 合同 吗 ,审批 完 个人 住房 交易 转 按 贷款 以后 签订 合同 吗
4195,! 清 ! 户,2,! 清户,1, 什么 时间 办理 清 户 手续 ,什么 时间 办理 清户 手续
4196,,0,,0, 什么 时间 开始 偿还 贷款 ,什么 时间 开始 偿还 贷款
4197,,0,,0, 我 想 了解 个人 住房 交易 转 按 贷款 流程 ,我 想 了解 个人 住房 交易 转 按 贷款 流程
4198,,0,,0, 个人 住房 交易 转 按 贷款 的 阶段 担保 手续 是 什么 ,个人 住房 交易 转 按 贷款 的 阶段 担保 手续 是 什么
4199,,0,,0, 个人 住房 交易 转 按 贷款 需要 什么 手续 ,个人 住房 交易 转 按 贷款 需要 什么 手续
4200,,0,,0, 个人 住房 交易 转 按 贷款 什么 阶段 办理 产权 过户 ,个人 住房 交易 转 按 贷款 什么 阶段 办理 产权 过户
4201,! 个人 ! 转 ! 跟 ! 原,4,! 个人转 ! 跟原,2, 对于 个人 转 按 贷款 的 限额 跟 原 贷款 银行 有 关系 吗 ,对于 个人转 按 贷款 的 限额 跟原 贷款 银行 有 关系 吗
4202,! 个人 ! 转,2,! 个人转,1, 对于 个人 转 按 贷款 的 限额 有 要求 吗 ,对于 个人转 按 贷款 的 限额 有 要求 吗
4203,,0,,0, 个人 住房 交易 转 按 贷款 贷款 比例 是 多少 ,个人 住房 交易 转 按 贷款 贷款 比例 是 多少
4204,,0,,0, 个人 住房 交易 转 按 贷款 各 地区 有 特殊 规定 吗 ,个人 住房 交易 转 按 贷款 各 地区 有 特殊 规定 吗
4205,,0,,0, 个人 住房 交易 转 按 贷款 能 贷 多少 钱 ,个人 住房 交易 转 按 贷款 能 贷 多少 钱
4206,! 全 ! 款,2,! 全款,1, 个人 住房 交易 转 按 贷款 能 贷 全 款 吗,个人 住房 交易 转 按 贷款 能 贷 全款 吗
4207,,0,,0, 个人 住房 交易 转 按 贷款 能 申请 多少 限额 ,个人 住房 交易 转 按 贷款 能 申请 多少 限额
4208,,0,,0, 个人 住房 交易 转 按 贷款 限额 有 特殊 要求 吗 ,个人 住房 交易 转 按 贷款 限额 有 特殊 要求 吗
4209,,0,,0, 个人 住房 交易 转 按 贷款 有 统一 规定 吗 ,个人 住房 交易 转 按 贷款 有 统一 规定 吗
4210,! 多能,1,! 多 ! 能,2, 个人 住房 交易 转 按 贷款 最 多能 贷 多少 ,个人 住房 交易 转 按 贷款 最 多 能 贷 多少
4211,,0,,0, 个人 住房 交易 转 按 贷款 的 额度 需要 审核 原 贷款 本金 吗 ,个人 住房 交易 转 按 贷款 的 额度 需要 审核 原 贷款 本金 吗
4212,! 贷款额度,1,! 贷款 ! 额度,2, 原 贷款 银行 的 剩余 本金 与 个人 住房 交易 转 按 贷款额度 有 关系 吗 ,原 贷款 银行 的 剩余 本金 与 个人 住房 交易 转 按 贷款 额度 有 关系 吗
4213,! 二手房 ! 划入,2,! 二手 ! 房 ! 划 ! 入,4, 二手房 贷款 什么 时候 划入 账户 中 ,二手 房 贷款 什么 时候 划 入 账户 中
4214,,0,,0, 个人 住房 交易 转 按 贷款 的 期限 能 申请 一 年 吗 ,个人 住房 交易 转 按 贷款 的 期限 能 申请 一 年 吗
4215,,0,,0, 个人 住房 交易 转 按 贷款 的 期限 最 长 是 多久 ,个人 住房 交易 转 按 贷款 的 期限 最 长 是 多久
4216,! 收 ! 回赎 ! 楼,3,! 收回 ! 赎楼,2, 个人 住房 交易 转 按 贷款 什么 时候 收 回赎 楼 贷款 ,个人 住房 交易 转 按 贷款 什么 时候 收回 赎楼 贷款
4217,! 赎 ! 楼 ! 代扣,3,! 赎楼 ! 代 ! 扣,3,赎 楼 代扣 的 放款 和 收款 是 同时 进行 吗 ,赎楼 代 扣 的 放款 和 收款 是 同时 进行 吗
4218,! 赎 ! 楼 ! 代扣,3,! 赎楼 ! 代 ! 扣,3,赎 楼 代扣 什么 时间 收回 ,赎楼 代 扣 什么 时间 收回
4219,! 赎 ! 楼,2,! 赎楼,1,赎 楼 贷款 期限 是 多少 ,赎楼 贷款 期限 是 多少
4220,! 转贷 ! 款,2,! 转 ! 贷款,2, 已 购 住房 能 转贷 款 吗 ,已 购 住房 能 转 贷款 吗
4221,,0,,0, 转 按揭 贷款 期限 是 多久 ,转 按揭 贷款 期限 是 多久
4222,! 赎 ! 楼 ! 多长,3,! 赎楼 ! 多 ! 长,3,赎 楼 贷款 期限 可以 申请 多长 时间 ,赎楼 贷款 期限 可以 申请 多 长 时间
4223,! 划入,1,! 划 ! 入,2, 办理 个人 住房 交易 转 按 贷款 时 二手房 贷款 划入 哪个 账户 ,办理 个人 住房 交易 转 按 贷款 时 二手房 贷款 划 入 哪个 账户
4224,,0,,0, 二手房 交易 转 按 贷款 期限 是 多少 ,二手房 交易 转 按 贷款 期限 是 多少
4225,,0,,0, 不 通过 柜台 怎么 注册 网上 银行 ,不 通过 柜台 怎么 注册 网上 银行
4226,,0,,0, 柜台 注册 的 属于 什么 客户 ,柜台 注册 的 属于 什么 客户
4227,! 卡 ! 号,2,! 卡号,1, 卡 号 登录 属于 什么 客户 ,卡号 登录 属于 什么 客户
4228,,0,,0, 网上 注册 的 属于 什么 客户 ,网上 注册 的 属于 什么 客户
4229,,0,,0, 我 的 卡 注册 网银 了 吗 ,我 的 卡 注册 网银 了 吗
4230,,0,,0, 我 的 银行卡 是 不 是 网银 注册 客户 ,我 的 银行卡 是 不 是 网银 注册 客户
4231,,0,,0, 我 想 注册 个人 网银 ， 怎么 做 ,我 想 注册 个人 网银 ， 怎么 做
4232,,0,,0, 我 有 郑州 银行卡 ， 怎么 开 网上 银行 ,我 有 郑州 银行卡 ， 怎么 开 网上 银行
4233,! 用户名,1,! 用户 ! 名,2, 用户名 登录 属于 什么 客户 ,用户 名 登录 属于 什么 客户
4234,,0,,0, 自助 注册 去 哪 注册 ,自助 注册 去 哪 注册
4235,,0,,0, 个人 网银 有 哪 几 种 ,个人 网银 有 哪 几 种
4236,,0,,0, 啥 叫 网点 注册 客户 啊 ,啥 叫 网点 注册 客户 啊
4237,,0,,0, 什么 是 自助 注册 客户 ,什么 是 自助 注册 客户
4238,,0,,0, 我 在 网上 注册 的 网银 是 哪 种 ,我 在 网上 注册 的 网银 是 哪 种
4239,! 密码锁 ! 定,2,! 密码 ! 锁定,2,K 宝 登陆 密码锁 定 了 怎么 办 ,K 宝 登陆 密码 锁定 了 怎么 办
4240,,0,,0,K 宝 登陆 密码 忘记 了 怎么 办 ,K 宝 登陆 密码 忘记 了 怎么 办
4241,,0,,0,K 宝 丢失 了 怎么 办 ,K 宝 丢失 了 怎么 办
4242,,0,,0,K 宝 坏 了 怎么 办 ,K 宝 坏 了 怎么 办
4243,,0,,0,K 宝 找 不 到 了 怎么 办 ,K 宝 找 不 到 了 怎么 办
4244,,0,,0, 个人 网银 证书 补办 需要 什么 资料 /,个人 网银 证书 补办 需要 什么 资料 /
4245,,0,,0, 证书 不 能 用 了 怎么 办 ,证书 不 能 用 了 怎么 办
4246,,0,,0, 证书 丢失 了 怎么 办 ,证书 丢失 了 怎么 办
4247,,0,,0, 证书 过期 了 怎么 办 ,证书 过期 了 怎么 办
4248,,0,,0, 证书 损坏 了 怎么 办 ,证书 损坏 了 怎么 办
4249,! 补办,1,! 补 ! 办,2, 怎么 补办 证书 ,怎么 补 办 证书
4250,,0,,0, 补 个 证书 ,补 个 证书
4251,,0,,0, 办理 个人 网银 的 范围 ,办理 个人 网银 的 范围
4252,,0,,0, 办理 个人 网银 都 需要 带 什么 东西 ,办理 个人 网银 都 需要 带 什么 东西
4253,,0,,0, 办理 个人 网银 是否 需要 携带 身份 证件 ,办理 个人 网银 是否 需要 携带 身份 证件
4254,,0,,0, 办理 个人 网银 是否 需要 携带 银行卡 ,办理 个人 网银 是否 需要 携带 银行卡
4255,,0,,0, 办理 个人 网银 是 全国 范围 都 能 办 吗 ,办理 个人 网银 是 全国 范围 都 能 办 吗
4256,,0,,0, 个人 网银 办理 需要 的 资料 是 什么 ,个人 网银 办理 需要 的 资料 是 什么
4257,,0,,0, 个人 网银 去 柜台 注册 步骤 是 什么 ,个人 网银 去 柜台 注册 步骤 是 什么
4258,,0,,0, 个人 网银 在 柜台 怎样 办理 ,个人 网银 在 柜台 怎样 办理
4259,! 开立,1,! 开 ! 立,2, 网银 怎么 开立 ,网银 怎么 开 立
4260,,0,,0, 怎样 可以 申请 办理 网银 ,怎样 可以 申请 办理 网银
4261,,0,,0, 我 想 办 网银 ,我 想 办 网银
4262,! 办 ! 网银 ! 带,3,! 办网 ! 银带,2, 我 到 网点 办 网银 带 什么 呀 ,我 到 网点 办网 银带 什么 呀
4263,! 开 ! 网银 ! 用,3,! 开网 ! 银用,2, 开 网银 用 什么 ,开网 银用 什么
4264,! 开 ! 网银 ! 用,3,! 开网 ! 银用,2, 开 网银 用 身份证 吗 ,开网 银用 身份证 吗
4265,,0,,0, 不 想 使用 网银 了 怎么 办 ,不 想 使用 网银 了 怎么 办
4266,,0,,0, 不 想 使用 网银 了 怎样 处理 ,不 想 使用 网银 了 怎样 处理
4267,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 到 哪里 办理 ,取消 银行卡 与 个人 网银 绑定 关系 到 哪里 办理
4268,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 可以 代办 吗 ,取消 银行卡 与 个人 网银 绑定 关系 可以 代办 吗
4269,! 绑 ! 定 ! K宝,3,! 绑定 ! K ! 宝,3, 取消 银行卡 与 个人 网银 绑 定 关系 需要 带 K宝 吗 ,取消 银行卡 与 个人 网银 绑定 关系 需要 带 K 宝 吗
4270,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 需要 带 身份证 吗 ,取消 银行卡 与 个人 网银 绑定 关系 需要 带 身份证 吗
4271,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 需要 带 什么 证件 ,取消 银行卡 与 个人 网银 绑定 关系 需要 带 什么 证件
4272,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 需要 带 银行卡 吗 ,取消 银行卡 与 个人 网银 绑定 关系 需要 带 银行卡 吗
4273,! 绑 ! 定,2,! 绑定,1, 取消 银行卡 与 个人 网银 绑 定 关系 需要 去 网点 吗,取消 银行卡 与 个人 网银 绑定 关系 需要 去 网点 吗
4274,,0,,0, 如何 关闭 网银 ,如何 关闭 网银
4275,,0,,0, 怎么 解除 网银 账户 ,怎么 解除 网银 账户
4276,,0,,0, 我 这 张 卡 想 从 网银 里 解开 ,我 这 张 卡 想 从 网银 里 解开
4277,,0,,0, 我 这 张 卡 不要 网银 了 ,我 这 张 卡 不要 网银 了
4278,! 不要 ! 卡了,2,! 不 ! 要 ! 卡 ! 了,4, 我 网银 里 不要 这 张 卡了 ,我 网银 里 不 要 这 张 卡 了
4279,,0,,0, 存折 能 添加 到 网银 中 吗 ,存折 能 添加 到 网银 中 吗
4280,,0,,0, 存折 添加 到 网银 里 ， 需要 到 哪里 办理 ,存折 添加 到 网银 里 ， 需要 到 哪里 办理
4281,,0,,0, 存折 添加 到 网银 中 的 受理 范围 ,存折 添加 到 网银 中 的 受理 范围
4282,,0,,0, 个人 网银 如何 添加 新 账户 ,个人 网银 如何 添加 新 账户
4283,,0,,0, 网银 添加 新 账户 的 受理 范围 ,网银 添加 新 账户 的 受理 范围
4284,,0,,0, 网银 添加 新 账户 可以 跨 省 吗 ,网银 添加 新 账户 可以 跨 省 吗
4285,! 怎么 ! 办,2,! 怎么办,1, 网银 添加 账户 怎么 办 ,网银 添加 账户 怎么办
4286,! 张 ! 卡 ! 怎么 ! 办,4,! 张卡 ! 怎么办,2, 我 又 多 张 卡 都 想 开立 网银 怎么 办 ,我 又 多 张卡 都 想 开立 网银 怎么办
